•ÈÀweb-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
1554331201-3985,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@BravoTV,Bravo,"Daughter of Aunt Becky from Full House who got into @USC on fraud. ‰ÛÏI do want the experience of game days, partying. I don‰Ûªt really care about school...‰Û #CollegeCheatingScandal #ados this is all of race and wealth on full display...pic.twitter.com/iDEtbLS6JA",30,130,306,1.55E+12,3/13/2019 20:12,/BravoTV/status/1106963340067303424
1554331201-4153,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@racephenom,Kelley Spielberg,"Faking a disability. Seriously?
This is disgusting. Disgusting.
#CollegeCheatingScandal pic.twitter.com/QoZzIHVL1v",15,98,302,1.55E+12,3/13/2019 20:55,/racephenom/status/1106207752525832193
1554331201-4185,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@SoffioNate,Nate Soffio Sr,"Put me in, Coach! 

#collegeadmissionsscandal pic.twitter.com/pHWEVYE4ug",24,81,301,1.55E+12,3/15/2019 16:58,/SoffioNate/status/1106139165379518464
1554331201-4241,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@BlazeTV,BlazeTV,"Can we now agree that the two recent events, #JussieSmollett and #collegescam   just further prove that  the real injustices in our country are not due to ""white privilege"" but overwhelmingly due to ""elite privilege""",20,45,297,1.55E+12,3/26/2019 13:00,/BlazeTV/status/1105974319409061889
1554331201-4081,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@culttture,Culttture,"Thing is, without more information, we don‰Ûªt know if this student had sensory issues. I‰Ûªm just as angry about the #CollegeAdmissionsScandal but I think we need to be cognizant of how & which examples we use. 

Signed, 

A pediatric nurse.",27,3,295,1.55E+12,3/18/2019 10:20,/culttture/status/1106353064942977024
1554331201-4000,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@thehill,The Hill,"One striking thing about the College Admissions Scandal is how it challenges the notion that Ivy League Colleges provide a more serious or challenging formation in truth-seeking. Having given up on truth, they become finishing schools for right opinion.

#CollegeCheatingScandal",9,80,293,1.55E+12,3/14/2019 4:41,/thehill/status/1106801015880208385
1554331201-3848,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@EdgeSuccessDoc,The Edge of Success,I‰Ûªm looking more for stories of high school students who were gifted but couldn‰Ûªt ‰ÛÏAFFORD‰Û to go to a school like a Yale or USC. Not I wasn‰Ûªt accepted to USC so I had to settle for Stanford. Not quite what I‰Ûªm looking for. #CollegeCheatingScandal,12,23,289,1.55E+12,3/14/2019 8:04,/EdgeSuccessDoc/status/1110617484225363970
1554331201-3806,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@NJBatsa,NJ Bats,"If you faked your heritage to gain access over others, how much sympathy would you have for the parents of the #CollegeCheatingScandal 
ZERO?  
#TRUMP2020pic.twitter.com/SysiFxfd2A",27,250,288,1.55E+12,3/13/2019 18:25,/NJBatsa/status/1111785107956879360
1554331201-3731,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@HigherEdSurge,EdSurge HigherEd,Cheating has ALWAYS BEEN the Europeans M.O in order to look superior! Their bribing & manipulating schools is an admission that they KNOW how UNINTELLIGENT their children are and how INTELLIGENT OUR children are! Give a fair shot & watch the results! #CollegeCheatingScandal,11,128,283,1.55E+12,3/13/2019 20:25,/HigherEdSurge/status/1113016724113240064
1554331201-3791,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@7359sheba,Sheba Inanna,"""These spaces aren't made for us. But that's why we need to be here.""

Low-income students of color speak out on the #CollegeAdmissionsScandal: pic.twitter.com/FgNDUVBlOj",3,131,278,1.55E+12,3/28/2019 21:19,/7359sheba/status/1110632682004889600
1554331201-4023,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@shanselman,Scott Hanselman,Always your friend #LoriLoughlin. Praying the struggles your facing pass soon. Much love  pic.twitter.com/F9ucPEyOnz,113,17,270,1.55E+12,3/14/2019 17:24,/shanselman/status/1106653926596591616
1554331201-4045,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@ashanthidesilva,Ashanthi De Silva,"Their humiliation is because they got caught. It does not change the fact they broke the law. Although I like and respect them both for their craft, they should NOT be treated any differently than if I did it.  #CollegeScandal",3,7,267,1.55E+12,3/24/2019 7:48,/ashanthidesilva/status/1106560770949767169
1554331201-3887,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@chalsuccess,Challenge Success,"""F the system ‰ÛÓ don't you know who I am?"" is the basic thought process in the #CollegeCheatingScandal, apparently.
https://www.bravotv.com/personal-space/why-did-parent-commit-fraud-crime-kid-college-scam?cid=soc_tw_Bravo_PersonalSpace_DishåÊ‰Û_",124,29,262,1.55E+12,3/16/2019 10:00,/chalsuccess/status/1109131273342091264
1554331201-3813,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@neiladammusic,Neil and Adam Music,"Of course the parents involved in the #CollegeCheatingScandal are at blame, but what does that say about the integrity of the universities? It takes two to tango..",2,35,260,1.55E+12,3/14/2019 5:24,/neiladammusic/status/1111089188668092416
1554331201-3906,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@ThePerezHilton,Perez,Aunt Becky is out. Lori Loughlin won't return for #FullerHouse's final season in the fall after being indicted in the #CollegeCheatingScandal http://thr.cm/MurNkjåÊpic.twitter.com/db8bSsU7Jr,49,66,258,1.55E+12,3/15/2019 21:32,/ThePerezHilton/status/1108398239462670341
1554331201-4073,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@BrookingsInst,Brookings,"""These spaces aren't made for us. But that's why we need to be here.""

Low-income students of color speak out on the #CollegeAdmissionsScandal: pic.twitter.com/MwAQccNxUk",3,134,257,1.55E+12,3/17/2019 13:33,/BrookingsInst/status/1106364392994717696
1554331201-3790,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@TheHstryMakers,The HistoryMakers,"There is just no end to the lies @CNN @donlemon will tell. We get it, you don‰Ûªt like @realDonaldTrump and the fact he‰Ûªs rich is not the same as actually breaking the law. And they wonder why we call them #FakeNews #EnemyOfThePeople #CollegeCheatingScandal
https://www.foxnews.com/entertainment/cnns-don-lemon-ties-trump-to-college-admissions-cheating-schemeåÊ‰Û_",81,202,250,1.55E+12,3/14/2019 12:09,/TheHstryMakers/status/1110898122102841345
1554331201-3947,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@lisawade,Lisa Wade,The internet has no chill. #LoriLoughlin pic.twitter.com/rPtjgq39dk,9,72,247,1.55E+12,3/15/2019 10:56,/lisawade/status/1107508237014691840
1554331201-4059,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@THR,Hollywood Reporter,"lol, michelle going to handle this Lori, stay put. 

#CollegeCheatingScandal #collegeadmissionsscandal #lorilaughlin #FullHousepic.twitter.com/YyK71fyPiq",5,40,241,1.55E+12,3/14/2019 6:55,/THR/status/1106408688515014656
1554331201-4225,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@maramcewin,Mara McEwin,"A sad day indeed, but I thank all the fans for watching, sleuthing, and kind messages. You are absolutely the best! I look forward to bringing you other new shows and mysteries. Thank you #LoriLoughlin for the opportunity to write for you #garagesalemysteriespic.twitter.com/mOdP72TtMI",69,35,238,1.55E+12,3/14/2019 14:35,/maramcewin/status/1105994299324485633
1554331201-3812,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@BREUCKLEEN,Breuckleengoespublic,"As many of you know, 1980s Full House Star Lori Loughlin was arrested for her involvement in a recent College Admissions scandal.  

I‰Ûªm very interested in your opinions.  As always, please be respectful especially to those that are completely opposite yours.

#LoriLoughlin #80spic.twitter.com/THHIxyrmsS",164,32,237,1.55E+12,3/14/2019 15:14,/BREUCKLEEN/status/1111207979754364928
1554331201-4190,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@415dc,Darren Chan,"Growing up, college was the great equalizer. Saddest thing about #AdmissionsScandal is that admissions process now seems just another scam open to the highest bidder. And think about all those affirmative action kids scorned because their admission wasn't wholly merit-based.",52,43,234,1.55E+12,3/14/2019 17:42,/415dc/status/1106089679663710208
1554331201-3935,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@THR,Hollywood Reporter,"""I was surprised in the sense that people got caught."" 

We asked low-income students of color to weigh in on the #CollegeAdmissionsScandal. pic.twitter.com/KE6kRlT3zq",5,128,231,1.55E+12,3/15/2019 16:52,/THR/status/1107722337384873984
1554331201-4121,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@MarieMyungOkLee,Marie Myung-Ok ‘»É“÷´ Lee,Dad donates $70 million to USC and then boasts that his daughter got in on her own! Groan!!! https://perezhilton.com/dr-dre-daughter-admitted-usc-donation-jimmy-iovine-controversy/åÊ‰Û_ #DrDre #CollegeCheatingScandal #LoriLoughlin #OliviaJade #FelicituHuffman,73,37,229,1.55E+12,3/24/2019 17:30,/MarieMyungOkLee/status/1106275372180692999
1554331201-4063,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@HeatherMcDonald,HEATHER McDONALD,"After a #CollegeCheatingScandal where rich wypipo bribed their kids into college, the privileged daughter of a rich white man whose father bribed him into college suggests making it harder for poor & middle-class families to send their kids to college

https://www.gq.com/story/ivanka-trump-student-debtåÊ‰Û_",36,113,223,1.55E+12,3/20/2019 12:28,/HeatherMcDonald/status/1106398943800369152
1554331201-3874,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@NancyOsborne180,Nancy Osborne,"Beto O'Rourke talks about #CollegeCheatingScandal while campaigning in Mt. Pleasant, IA: ""Is it not nuts to you that there are people in this country so wealthy they can pay millions of dollars to cheat on SAT exams?"" pic.twitter.com/Tu4aiaURIi",43,71,220,1.55E+12,3/15/2019 23:15,/NancyOsborne180/status/1109976188485861382
1554331201-3979,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@JNelsonLDF,Janai Nelson,"Students filed a class action lawsuit in California against several universities over the #collegeadmissionscandal. They claim that the schools failed to properly oversee admissions process and ensure that it was fair to all students.

 Do you think these students have a case?",81,13,220,1.55E+12,3/14/2019 9:53,/JNelsonLDF/status/1107009343814291456
1554331201-3852,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@AmandaMacTV,Amanda Macolino,"Predator trump settled a $25 Million lawsuit for defrauding people out of their money with trump university.

The #collegeadmissionsscandal has me thinking about that today.",7,62,219,1.55E+12,3/13/2019 19:14,/AmandaMacTV/status/1110296690471297024
1554331201-3876,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@PerezHilton,Perez Hilton,I talk to one of the young men behind the #CollegeCheatingScandal‰Û_ @Fred_Willardhttp://youtu.be/RWu4FwV052M,27,31,219,1.55E+12,3/14/2019 7:16,/PerezHilton/status/1109919072555278336
1554331201-4247,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@ACTforAmerica,ACT for America,Wow. Lori Loughlin will reportedly not be asked to return for the final season of #FullerHouse. #CollegeCheatingScandal https://perezhilton.com/lori-loughlin-college-admissions-scandal-fired-fuller-house-final-season/åÊ‰Û_,76,24,219,1.55E+12,3/15/2019 13:40,/ACTforAmerica/status/1105971568532967427
1554331201-3728,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@TaxLawProf,Victoria Haneman,"As Lori Loughlin traveled from Vancouver to LA Tues to surrender to federal authorities in the #CollegeCheatingScandal --which got her daughter, Olivia, into USC -- Olivia spent the night in the Bahamas on the yacht of Rick Caruso, the billionaire Chair of USC's Board of Trustees pic.twitter.com/LTHHBE282A",38,148,218,1.55E+12,3/13/2019 17:31,/TaxLawProf/status/1113112556820971520
1554331201-4220,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@THR,Hollywood Reporter,"If you believe that fixing the results of a test or making up athletic credentials isn't hurting anyone, you've obviously never spent hours on SAT prep, stressed over your GPA, or trained for a sport. 2/2 #CollegeCheatingScandal",13,30,214,1.55E+12,3/14/2019 8:41,/THR/status/1106001272518426625
1554331201-4128,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@4lisaguerrero,Lisa Guerrero åÊ_ÙÕÄ_Ù_,"You can‰Ûªt possibly believe all of those white students ‰ÛÏqualify‰Û to be at #Stuyvesant  It‰Ûªs never based on merit when you have no Black students, it‰Ûªs based on what parents are willing to pay. The #Stuyvesant school should be investigated just like the #CollegeCheatingScandal.",16,31,210,1.55E+12,3/19/2019 7:06,/4lisaguerrero/status/1106260336036839425
1554331201-3859,https://twitter.com/search?l=&q=%23admissionscandal%20OR%20%23admissionsscandal%20OR%20%23admissionscam%20OR%20%23admissionsscam%20OR%20%23collegeadmissionscandal%20OR%20%23collegeadmissionsscandal%20OR%20%23collegeadmissionscam%20OR%20%23collegeadmissionsscam%20OR%20%23collegescandal%20OR%20%23collegescam%20OR%20%23collegecheatingscandal%20OR%20%23collegecheatingscam%20OR%20%23loriloughlin%20since%3A2019-01-01%20until%3A2019-04-03&src=typd&lang=en,@PhilPrazan,Phil Prazan,"Very smart move, @Hallmark. Glad to hear this. - #Hallmark Channel drops #LoriLoughlin amid college admissions bribe scandal https://fxn.ws/2JdGD6y",20,117,209,1.55E+12,3/14/2019 16:50,/PhilPrazan/status/1110674766128652288
