content,replies,retweets,favorites,published_date,polarity,subjectivity
Guess who bought Jared Kushner into Harvard?Jared's daddy pledged $2.5M to Harvard not long before Jared was admitted.Administrators at Jared's HS described Jared as less than a stellar student and were dismayed by his admission.#collegescam https://www.propublica.org/article/the-story-behind-jared-kushners-curious-acceptance-into-harvard_,8.0,114,146,3/12/19 11:13,0.036111111111111115,0.2388888888888889
My 18yr old daughter is so upset with the  #collegescam breaking news. She has a real learning disability and despite that she worked so hard to maintain a 90 GPA. She still hasnt heard from many colleges she applied to. This was her face when she came home from HS today. So sad pic.twitter.com/heBdXBTlOZ,43.0,23,140,3/12/19 11:57,0.0016666666666666607,0.5083333333333333
"After helping our son, who had a 4.0 GPA, high ACT/SAT scores, Junior Class pres., captain of track & cross country, a Juvenile Justice Mentor, & NO ACCOMMODATIONS, apply to top tier universities & go through rejection after rejection, I also have zero sympathy. #collegescam",13.0,40,417,3/12/19 12:03,0.10250000000000001,0.3225
The mother of a good friend of mine went to prison for years for using her work address to get her son into a better school. These folks will likely do no time at all.  #AdmissionsScam,31.0,341,950,3/12/19 12:30,0.39999999999999997,0.7000000000000001
"Grow up, Liberals. You all live in big cities.. and this is news to you all?  Bush, Obama, Clinton. The entire Ivy League is built on Nepotism.#CollegeScam pic.twitter.com/d4XlYapAEW",5.0,82,76,3/12/19 12:47,0.04545454545454545,0.4083333333333334
Rich families and coaches charged with college-admissions scheme and bribery to get their kids into schools like Harvard and Yale #collegeadmissionsscandal #collegescam pic.twitter.com/zBtXMABUp2,11.0,41,157,3/12/19 12:52,0.375,0.75
These Hollywood celebs are quick to lecture us about sacrificing for illegals when they are cheating buying their kids college admission.What about the hardworking middleclass kids that lost a college admission bc of them?Im sure they will pin this on Trump somehow #collegescam,17.0,133,302,3/12/19 12:53,0.41666666666666663,0.6944444444444444
"But of course, affirmative action is the problem  #CollegeAdmissionsScandal https://twitter.com/cnnbrk/status/1105498792160358401_",10.0,26,143,3/12/19 13:06,0.35,0.5
"EXACTLY why as someone who hires staff, I could care less where you went to college. These students should be held accountable as well. College Admissions Scandal: Actresses, Business Leaders and Other Wealthy Parents Charged https://nyti.ms/2F8Km15 #CollegeAdmissionsScandal",9.0,27,144,3/12/19 13:07,0.11458333333333334,0.42291666666666666
"I worked my butt off in high school, took AP & SAT prep classes, and graduated with a 4.3 GPA to gain acceptance to the college of my choice and to receive scholarships so I could afford it.But for every rich kid, there is an Aunt Becky and Felicity Huffman. #collegescam",274.0,857,4.7K,3/12/19 13:23,0.2675,0.645
I was at a mtg this morning and the Westside was gleefully abuzz with the #CollegeScam story.  Meanwhile all I could think about was the hardworking kids who studied their asses off & didnt have rich parents & werent admitted into their dream schools because of this bullshit. pic.twitter.com/xSo8Lhxl7y,17.0,71,364,3/12/19 13:30,0.375,0.75
Don Junior weighing in on the #CollegeAdmissionsScandal like hes not one of the beneficiaries of such corruption is just about ironic enough to cause instant mass extinction.,9.0,99,448,3/12/19 13:48,0.05,0.6416666666666666
"My god. Howd you like to be Gregory Abbotts daughter??Earned about 650. Received a 1510 thanks to Daddys money. Everyone knows. I cant even. Fortunately, they can certainly afford to pay for years of intense therapy. #collegegate #collegeadmissionsscandal pic.twitter.com/JcxvPUABh0",11.0,39,125,3/12/19 14:11,0.2535714285714286,0.6178571428571429
Dear Aunt Becky. *Thanks* for perpetuating white privilege in America. Thank you for helping just a little extra institutional racism into the mix.  #collegeadmissionsscandal #collegescam,8.0,30,189,3/12/19 14:19,0.0031250000000000028,0.19999999999999998
The real #collegeadmissionsscandal?  Tuition and fees.   Make college free.,46.0,109,559,3/12/19 14:35,0.30000000000000004,0.55
"Beyond reprehensible. An insult to education. Every university seat that is BOUGHT is a seat a meritoriously deserving student, particularly one without means, is denied. Entitlement and wealth must never trump effort and talent. #CollegeAdmissionsScandal @CNN @MiamiHeraldpic.twitter.com/nUp7YEfCVe",17.0,47,241,3/12/19 14:39,0.3833333333333333,0.5666666666666667
"This is what a USC graduate looks like who earned admission. (And, no, he doesnt play basketball) Proud sis. #AdmissionsScam #collegeadmissionsscandal pic.twitter.com/Lu5367lPU5",43.0,139,1.1K,3/12/19 14:40,0.8,1.0
Now we know exactly how WARNER got into @Harvard_Law #legallyblonde #collegeadmissionsscandal pic.twitter.com/ANT8EZiyZl,24.0,252,1.5K,3/12/19 14:41,0.25,0.25
"I had the honor and privilege of being denied entrance into Harvard, Yale and Princeton...all on my own. #collegeadmissionsscandal pic.twitter.com/RjtahCXJg7",10.0,41,468,3/12/19 15:29,0.6,1.0
Is it too early to start casting the #collegeadmissionsscandal movie?,40.0,67,580,3/12/19 15:35,0.1,0.3
"Infuriated that these parents stole seats from much more deserving students who worked hard & played by the rules.And the education they bought for their kids?How to Cheat, Lie, and Abuse your Privilege 101#CollegeAdmissionsScam https://www.nbcnews.com/news/us-news/feds-uncover-massive-college-entrance-exam-cheating-plot-n982136_",11.0,41,96,3/12/19 16:02,0.26944444444444443,0.6138888888888889
Actor Dean Norris on College Admissions Scandal: Rich F*ckwads Cheated for Their Already Privileged Kids#collegeadmissionsscandal https://www.breitbart.com/entertainment/2019/03/12/actor-dean-norris-on-college-admissions-scandal-rich-fckwads-cheated-for-their-already-privileged-kids/_  #NahBabyNah #conservative #feedly,11.0,141,172,3/12/19 16:05,0.375,0.75
Yes. In case there was any doubt. The system is rigged in favor of the rich and powerful.  #CollegeScam #CollegeAdmissionsScandal https://www.cnbc.com/2019/03/12/a-slew-of-ceos-are-charged-in-alleged-college-entrance-cheating-scam.html_,488.0,1.7K,4.5K,3/12/19 16:11,0.3375,0.875
"Non-disabled people abuse Air Carrier's Access Act to get their exotic animals on planes, disabled people punished with ableist  policies denying accommodations  #CollegeAdmissionsScandal #CivilRightsAreNotAVIPPass #CripTheVote",1.0,41,160,3/12/19 16:12,0.15,0.65
"Non-disabled people abuse ACCESSIBLE waiting policy at amusement  parks, disabled people punished with new policy that doesn't meet our needs #CollegeAdmissionsScandal #CivilRightsAreNotAVIPPass #CripTheVote",1.0,32,138,3/12/19 16:12,0.10378787878787878,0.3765151515151515
"For every student admitted through fraud, an honest, genuinely talented student was rejected. That's the real headline, not washed-up actresses. #collegescam https://www.reuters.com/article/us-usa-education-cheating/actresses-huffman-loughlin-among-50-charged-in-us-college-fraud-scheme-idUSKBN1QT1WJ_",10.0,39,73,3/12/19 16:23,0.49999999999999994,0.7000000000000001
The same uber-wealthy people indicted for the national college admissions scandal probably oppose affirmative action for minorities and poor people.  #CollegeAdmissionsScandal,38.0,238,930,3/12/19 16:39,0.07499999999999998,0.43125
Rich kids getting their acceptance letter from Yale:#collegeadmissionsscandalpic.twitter.com/xPV6RTxuPB,29.0,1.5K,6.3K,3/12/19 16:41,0.375,0.75
"After a wealthy family pays a $100,000 bribe to get their son in  @uofsandiego, students are reacting. Hear what how they feel about this  nationwide #collegeadmissionsscandal below. Are you angry by it? Let me know. Complete coverage tonight on @KUSINewspic.twitter.com/uA6RmUfaIj",17.0,27,83,3/12/19 16:48,0.03333333333333333,0.7999999999999999
While it's not all that surprising that Lori Loughlin took her social media down...as the saying goes...there's always a tweet.  #collegeadmissionsscandal pic.twitter.com/qd5EnfpPGx,8.0,70,220,3/12/19 16:54,0.36666666666666664,0.2833333333333333
"Wish I coulda participated in the #collegescam  got my Ivy League degree the hard way, but the pics are cute lol pic.twitter.com/snxryJHjl1",11.0,9,197,3/12/19 16:54,0.3361111111111111,0.7472222222222221
I guess I'm just honestly surprised that a scheme was even used/needed in this college admissions scandal involving Felicity Huffman and Lori Loughlin (and many more).  I just always assumed that this was the scenario:#collegeadmissionsscandal pic.twitter.com/wn6ZvyCwBE,23.0,89,563,3/12/19 16:55,0.3666666666666667,0.6333333333333333
"Well, now we've all had our suspicions confirmed about how Trump ever got into a university.#collegeadmissionsscandal #collegescam",14.0,42,148,3/12/19 17:02,0.4,1.0
I havent experience the excitement I felt today from the #collegeadmissionsscandal since the fall of 2017 with the  #HarveyWeinstein scandal! I love exposing #Hollywoodhypocrites #juicyscoop #juicyscoopjustice,30.0,30,353,3/12/19 17:20,0.5,0.6
Lets remember this the next time folks start chirping about how affirmative action gives students of color an unfair advantage in college admissions.  #CollegeAdmissionsScandal https://twitter.com/nowthisnews/status/1105544357661298694_,0.0,20,49,3/12/19 17:27,0.04999999999999999,0.5
"I have sooo many questions about the #collegeadmissionsscandal like:William H. Macy married who?Aunt Becky did what?Olivia Jade is who? (No, seriously, who is she?) pic.twitter.com/EA8RgNciR5",9.0,40,395,3/12/19 17:31,0.3055555555555555,0.47222222222222215
Rich people use their money to scam and get their dumb kids into a good college?!?!?! #collegeadmissionsscandal pic.twitter.com/sZAsnVeDgG,14.0,358,1.4K,3/12/19 17:38,0.3333333333333333,0.6166666666666667
Donald Trump Jr is really out here tweeting like this all doesn't apply to him #CollegeAdmissionsScandal pic.twitter.com/gEBzxiLn5B,10.0,71,285,3/12/19 17:48,0.2,0.2
@WritersofColor Anyone interested in writing a piece about this #collegeadmissionsscandal for @thecrisismag website? Hit me up at: acrisisstory@gmail.com #Education #College #MinorityStudents,16.0,86,162,3/12/19 17:58,0.25,0.5
"Well, this tweet certainly did NOT age well. #CollegeAdmissionsScandal #LoriLoughlin #OliviaJade #VarsityBlues #SCAMMERShttps://twitter.com/oliviajadee/status/763447143621275653_",6.0,61,292,3/12/19 18:04,0.21428571428571427,0.5714285714285714
"Frankly, Im pissed off!I worked 2 jobs and went to a #CommunityCollege so I could go to @UCLA and the @Kennedy_School.How many kids who share my story were robbed of THEIR opportunity by parents who bribed their way through the system?#CollegeAdmissionsScandal#AuntBeckypic.twitter.com/utQxyOEJTD",27.0,139,516,3/12/19 18:11,0.5,0.5
"They received ""extra time for the test ... by claiming a learning disability.""You know who will be harmed by this for years to come? Students with learning disabilities who will be denied their right to accommodations. #CollegeAdmissionsScandalhttps://www.cbsnews.com/news/college-admissions-cheating-scandal-prosecutors-detail-how-felicity-huffman-lori-loughlin-and-more-allegedly-rigged-college-entrance-2019-03-12_",107.0,891,2.8K,3/12/19 18:16,0.14285714285714285,0.31785714285714284
"As a USC alum who had a full ride thanks to my (not faked) SATs, I might defend a myth of meritocracy in light of #CollegeScam. But nah.Why assume education must be defended?Unpopular opinion: education is & always has been a tool for perpetuating the class system.[THREAD] pic.twitter.com/cA9HM4fDRi",1.0,12,51,3/12/19 18:30,0.3166666666666667,0.48333333333333334
"Twice in one year I am helping/advocating for a student facing food insecurity and homelessness.  That really angers me today, I wonder why #collegeadmissionsscandal",1.0,11,128,3/12/19 18:44,0.2,0.2
"My momma didnt get any loans for my education. I never asked her for a single penny. I had to figure that shit out on my own. While I was at UCLA, I actually housed momma for a year because she was homeless. I never thought any of that was a big deal #collegescam",12.0,63,280,3/12/19 19:17,0.0657142857142857,0.4428571428571429
"""For every student admitted through fraud, an honest, genuinely talented student was rejected."" https://cbsloc.al/2TvpcTR #CollegeCheatingScandal#CollegeAdmissionsScandal#OperationVarsityBlues",21.0,121,252,3/12/19 19:33,0.6499999999999999,0.9
"Imagine having millions of dollars, national fame & white privilege, but you still arent able to raise kids that can get into college without bribery and criminal action.Parenting at its finest.#collegeadmissionsscandal",3.0,11,57,3/12/19 19:35,0.049999999999999996,0.31875000000000003
"To my fellow working class/first-gen students, plz remember this next time you start to feel imposter syndrome. Never doubt your abilities. Youve  done far more with far less. You are smart. You are capable. You belong. #collegeadmissionsscandal pic.twitter.com/7kkPMxU4TE",19.0,417,1.1K,3/12/19 19:36,0.13537414965986394,0.5156462585034014
How many poor hardworking minority students didnt get into their dream school because the spot was purchased by rich celebrity parents?Is that worth more than 47 months in prison?I wonder if those libs who wanted life for Manafort would agree.#collegeadmissionscandal,0.0,15,61,3/12/19 19:40,0.255,0.49000000000000005
"#AdmissionsScam ... No fancy college here! From a humble background, so The Dude went to work right after high school graduation. Full disclosure: @ASU did offer me a free ride. Would have been quite an outfield: me, Oddibe McDowell and Barry Bonds.",9.0,9,62,3/12/19 19:41,0.19914285714285712,0.5651428571428572
Rich kids getting their acceptance letter from Harvard:#collegeadmissionsscandal pic.twitter.com/Z7c1iKpcUY,2.0,34,243,3/12/19 19:43,0.375,0.75
Children learn more by actions and example than anything these people can ever say --no pleas will work These parents have damaged their children--& unknown children from whom they stole legitimate opportunities--beyond measure.#collegeadmissionsscandal #Loughlin#Huffmanpic.twitter.com/DtkMR9TrW9,14.0,195,423,3/12/19 19:47,0.2,0.55
I had  a good time on @allinwithchris wih @AnandWrites to talk about the Great #CollegeScam  https://www.msnbc.com/all-in/watch/fifty-charged-in-massive-college-admissions-scheme-1456907331756_,8.0,35,191,3/12/19 19:58,0.75,0.675
How Im going to sleep tonight knowing I earned my UCLA degree fair and square without having to bribe anyone #collegeadmissionsscandal pic.twitter.com/XVJcskMSPE,3.0,42,170,3/12/19 20:52,0.7,0.9
Did some of the parents caught up in #admissionsscandal cheat to get their kids admitted to top universities because their kids are white & displaced by affirmative action & racial preference programs for non whites? #cheatingscandal #collegeadmissionsscandal #Felicity_Huffman,54.0,62,215,3/12/19 20:53,0.30000000000000004,0.375
"#AdmissionsScandal: ""Parents of means have always tried to use whatever was in their capacity to game that system,"" says Former Stanford University Dean @DeanJulie about the U.S. college admissions scandalRead more @business: https://bloom.bg/2Hxm0zFpic.twitter.com/fCtcaDqsXr",15.0,240,484,3/12/19 20:57,0.033333333333333326,0.3
"Shout out to alma mater @CalStateLA where I spent the best yrs of my life as undergrad & grad, endless hrs in the library, 3 jobs, incl my beloved Writing Ctr. Grants, scholarships, mom helped too. Not fancy & doing better than ok. Get to work if u want it so bad #CollegeScandal",6.0,16,108,3/12/19 20:58,0.2535714285714286,0.5452380952380952
Im wondering why the #CollegeAdmissionsScandal indictments are coming out of Boston when the accused are all in California. Might this investigation have accidentally come from the DOJ investigation into discrimination against AsianAms and whites? That would be rich.,7.0,10,103,3/12/19 21:07,0.375,0.75
"The whole #collegeadmissionsscandal seems dramatic. Parents want the best for their kids and these particular ones just happen to go the extra mile. Yes it was wrong, but so is 70 grand a semester.",258.0,92,1.3K,3/12/19 21:23,0.13333333333333333,0.5190476190476191
Guys I've got news. I got admission to a really prestigious college in the US. Ivy league and everything. I'm going to be on their Basketball team. #collegeadmissionsscandal,27.0,13,556,3/12/19 21:24,0.2,0.2
"Think #FelicityHuffman n those other parents shld sit in jail till their kids score on the SAT what was claimed. Then, we film that. Boom, ur next reality show. All comes full circle. #CollegeScam",43.0,84,936,3/12/19 21:35,0.031249999999999993,0.23125
.@KyleRichards can you please confirm that all your children got into college on their own?  #RHOBH #CollegeScandal,37.0,17,230,3/12/19 21:37,0.6,1.0
All of your hot takes on the #CollegeAdmissionsScandal that erase the fraudulent access of disability rights are perpetuating the rampant ableism faced by 1/4 of Americans.,0.0,77,173,3/12/19 22:44,0.25,0.8500000000000001
"I think the most shocking thing about the #collegeadmissionsscandal is how many ppl are surprised by it... Rich ppl are Wealth hoarders. They have & will lie, cheat, steal, & kill to maintain their power & money. This is a Tiny example of why we need to #TaxTheRich. #Bernie2020",6.0,32,89,3/12/19 23:27,0.07916666666666666,0.6916666666666668
All of us bust our ass trying to apply for scholarships and fafsa every damn year with no help cause most are first gen college student for this brat have her mom pay $500k for her to go partying and go to football games?  Eye- #collegeadmissionsscandal pic.twitter.com/vhnXvXz898,10.0,101,321,3/12/19 23:50,0.375,0.41666666666666663
"U.S. Attorney Andrew Lelling whos prosecuting #collegeadmissionsscandal is a Republican appointed by President Trump. He says:""There can be no separate college admission for the wealthy... there will not be a separate criminal justice system either"" https://www.nbcnews.com/news/us-news/feds-uncover-massive-college-entrance-exam-cheating-plot-n982136_",37.0,230,582,3/12/19 23:57,0.04999999999999999,0.775
"For everyone discussing the #collegeadmissionsscandal : here is the list of ALL the parents being charged. All of them, not just Huffman and Loughlin. All of these other rich parents broke the law too. They all took scholarships from your kids. They should all be talked about. pic.twitter.com/IHNUNUuwzh",16.0,169,316,3/13/19 0:08,0.125,0.5625
Yes @TulsiGabbard I agree its fantastic work done by a Republican US Attorney appointed by President Trump for going after these cheaters. Glad to see a Democratic candidate giving them credit for a job well done exposing this farce. #CollegeAdmissionsScandal https://twitter.com/TulsiGabbard/status/1105607212188090368_,3.0,31,82,3/13/19 0:20,0.16666666666666666,0.7999999999999999
"Anyone who claims to be surprised by this college #AdmissionsScandal business is lying, stupid, naive or all of the above. Mfs love to act surprised when rich people get caught being a little too bold with their rule breaking. News flash, wealth is not an indicator of character.",2.0,12,62,3/13/19 1:41,0.013425925925925921,0.712962962962963
"So convincing! Give this young woman a rowing scholarship to Harvard! Sure thing. That will be $500,000.Do you want fries with that? #collegeadmissionsscandal pic.twitter.com/2Ogq21LO02",12.0,20,71,3/13/19 2:51,0.4166666666666667,0.762962962962963
I have absolutely no sympathy for these rich privileged cheaters. #collegeadmissionsscandal,9.0,18,224,3/13/19 3:23,0.1375,0.825
"All wealth is theft, thats the real scandal. #CollegeAdmissionsScandal",1.0,11,33,3/13/19 3:25,0.2,0.30000000000000004
This #collegescam exposes leftist bigotry we see over & over...They want quotas/preferences as long as their own kids can butt in line. They want to ban guns except for their own security. They want to ban walls except the ones around their homes. Conservative = equality,30.0,555,1.1K,3/13/19 4:12,0.275,0.75
College admissions still skewed to the rich even without cheating Hollywood dum stars. 17 year old toon #AdmissionsScam #CollegeGate _@phillydotcompic.twitter.com/OlqciuHdqy,2.0,39,90,3/13/19 5:55,0.2375,0.475
"One of the prosecutors, Eric S. Rosen, said that Mr. Singer had in some cases falsified students ethnicities and other biographical details to take advantage of affirmative action. #CollegeAdmissionsScandal  https://www.nytimes.com/2019/03/12/us/college-admissions-cheating-scandal.html_",6.0,18,23,3/13/19 5:58,0.19166666666666665,0.4583333333333333
"While considering the #AdmissionsScandal, dont forget there are Black mothers in prison for up to 5 years for using a different address to send their children to better schools than the chronically underperforming ones in their district.They call it stealing an education.",36.0,621,1.2K,3/13/19 6:21,0.11111111111111112,0.5111111111111111
Your student loans are important for subsidizing the pseudo-credentials of the very rich. #collegeadmissionsscandal,2.0,49,177,3/13/19 6:21,0.44375000000000003,0.9875
"Kushner didnt earn his entrance into Harvard just like trump didnt earn his into Wharton. In fact, Id be willing to bet, trump bought his way through school. #collegeadmissionsscandal https://twitter.com/Prison4Trump/status/1105682899217592320_",18.0,103,225,3/13/19 6:23,0.25,0.75
"Again, one of our most prescient voices of our times, @sarahkendzior on #collegeadmissionsscandal: the entire system has been skewed. #CollegeCheatingScandalhttps://twitter.com/sarahkendzior/status/1105572716638294017_",2.0,90,266,3/13/19 6:30,0.25,0.5625
The #Collegeadmissionsscandal illuminates the inequities at play in our college admissions system AND in a higher education system that has privileged wealthy and well-connected applicants over low-income and working class families for FAR TOO LONG.,2.0,15,54,3/13/19 6:31,0.19999999999999998,0.725
"The cheating at Ivy League schools has been going on FOREVER. The rich, entitled, old white guard is deeply and systemically entrenched.#collegeadmissionsscandal #CollegeCheatingScandal",18.0,30,117,3/13/19 6:37,0.11875,0.3375
"#CollegeAdmissionsScandal:To all #FirstGen college students, Immigrants, and students that come from low income households. We belong. We made a way out of no way. Our strengths, family, and community helped us survive the surviving. Youre brilliant in all ways.pic.twitter.com/hP4FVobtzJ",0.0,20,59,3/13/19 6:37,0.45,0.65
This #collegeadmissionsscandal is just one tiny example of how being born rich means you dont have to follow the same rules as everyone else.,12.0,62,185,3/13/19 6:43,0.125,0.4583333333333333
"#BREAKING:Think about that folks--some promising kid from a poor family WAS DENIED a spot at @USC so this rich spoiled brat who ""DOESN'T CARE ABOUT SCHOOL"" could attend.SICK!!#TheResistance #CollegeAdmissionsScandal #LoriLoughlin #CNN #MSNBC #Yahoo #WednesdayThoughts #FBRPartyhttps://twitter.com/Johnnys_Eye/status/1105531290500120576_",33.0,169,237,3/13/19 7:18,0.12864583333333332,0.6166666666666667
A woman once came up to me at our local inn. She recognized me somehow. Her daughter was a freshman at a perfectly good school and wanted to transfer to an Ivy. Will you write her college essay? the mom asked. Ill pay you anything. Ill fly you anywhere. #CollegeScandal,25.0,15,107,3/13/19 7:49,0.1,0.7
I cant be live the sense of privilege and entitlement these #collegeadmissionscandal parents have shown. Why couldnt they just make a huge donation directly to the college to get their kids in like @jaredkushners parents did?,3.0,24,92,3/13/19 7:57,0.21212121212121213,0.6
15. The FBI has records of Singer talking to parents. One of his main tactics was to explain to the rich how common this practice was -- even as he encouraged them to keep it hush hush. Singer said he did this WITH NEARLY 800 FAMILIES. #CollegeCheatingScandal #collegescam,4.0,156,354,3/13/19 8:00,0.08541666666666667,0.49583333333333335
"@USC #OliviaJade should be expelled, considering she knew well what her parents had done. She is at the same time making $$ on Instagram using her student lifestyle as part of her brand. She is a leech on the educational system. #collegeadmissionscandal https://twitter.com/timjacobwise/status/1105834018967298048_",8.0,29,100,3/13/19 8:24,0.125,0.1875
"Jared Kushner got into Harvard the right way, after his parents donated $2.5 million, and Ivanka attended Georgetown on a Modeling Fellowship, where she studied Advanced Pouting, Scrunchie Theory, and Saying Hi To Trees To Prove I'm Approachable#collegeadmissionsscandal",5.0,53,315,3/13/19 8:25,0.34285714285714286,0.5678571428571428
"Thank you to an allstar squad for digging into the #collegeadmissionsscandal - fortunately, @AnandWrites did not burst into flameshttps://twitter.com/AnandWrites/status/1105859426450325504_",11.0,16,125,3/13/19 8:59,0.4,0.7
Its pretty telling that more white people are angry that black and brown people are expressing the bias and racism theyve experienced in the admissions process than questioning why they expect their wealthy white peers to game the system unquestioned.#CollegeAdmissionsScandal,2.0,22,98,3/13/19 9:03,0.10925925925925925,0.5814814814814816
"Olivia Plotnek prepares for the ACT exam with test prep instructor Nicole Porcaro. When asked about the #collegeadmissionsscandal, she says, Ive worked so hard, for many months, to try & get to my goal. And knowing people can get in because of their money & parents isnt fair pic.twitter.com/qmEpddS8j5",9.0,47,133,3/13/19 9:10,0.30277777777777776,0.6472222222222221
#CollegeCheatingScandal #collegeadmissionsscandal #CollegeGate Wonder what kind of money his dad paid to get this outstanding citizen into Harvard!?pic.twitter.com/Avb00T1REl,42.0,226,214,3/13/19 9:12,0.55,0.8875
"To be fair, these aren't ""kids."" They're adults who had to know that their parents were greasing the wheels with money. Kick them out. #collegeadmissionsscandal",0.0,4,144,3/13/19 9:14,0.7,0.9
How far back does this thing go? #notTheDrapers! #collegecheatingscandal #admissionsscam pic.twitter.com/055XmELE2o,10.0,120,520,3/13/19 9:42,0.05,0.5
I'm glad my son is going to trade school. If hes indoctrinated on anything it will be that Ford beats a Chevy any day of the week and twice on Sundays. #collegeadmissionsscandal #WednesdayWisdom #wednesdaythoughtshttps://twitter.com/WatchChad/status/1105621737352380416_,19.0,29,164,3/13/19 10:10,0.5,1.0
"The #collegeadmissionsscandal highlights the fact that we need workers for the trade professions - plumbers, electricians, welders & other skilled workers that @mikeroweworks reminds us to consider.This son of an airline mechanic thanks #MikeRowe for his work with #DirtyJobs!https://twitter.com/mikeroweworks/status/1105501975817314306_",2.0,39,49,3/13/19 10:20,0.19166666666666665,0.35833333333333334
'Dont Really Care About School' Loughlin's Daughter Slammed for Earlier Dismissive Tweet About College.  #collegeadmissionsscandal #wowhttps://www.nbcwashington.com/entertainment/entertainment-news/Lori-Loughlins-Daughter-Criticized-507049181.html?akmobile=o_,17.0,38,98,3/13/19 10:46,0.1,0.35
Worst part of this college admissions scandal? The parents got charitable tax write-offs for their bribery payments. Tax fraud on top of everything else. #CollegeScandal,8.0,20,55,3/13/19 11:06,0.033333333333333326,0.7666666666666666
I sometimes cringe when well-meaning ppl say comm-college is the back door to major universities.  We are the front door (an open door) & studies show transfer students do better than 4-year natives at @UofCalifornia & @calstate!  #TheRatRace harms our kids. #admissionscandal,4.0,54,253,3/13/19 11:12,0.171875,0.375
This #AdmissionsScandal is not any form of privilege.Its nothing more than wealthy individuals that thought they could cheat the system. Its called lacking a moral compass.Not privilege.,30.0,176,849,3/13/19 11:17,0.3333333333333333,0.5833333333333334
